,značka,středisko,položka,částka,podáno,proplaceno,redmine,popis
0,FO 1/2018,kralovehradecko,220900001,-6993.00,2018-01-10,,https://redmine.pirati.cz/issues/9543,Grafické práce
1,FO 2/2018,kralovehradecko,220900909,-6993.00,2018-01-10,2018-01-11,,plakátové grafické práce
2,FO 3/2018,jiznicechy,221200909,-75000.00,2018-01-10,2018-01-10,https://redmine.pirati.cz/issues/9166,záloha (3x nájem) + nájem leden a únor
3,FO 4/2018,strana,212600001,-37400.00,2018-01-18,2018-01-28,,Doplatek za pronájem prostor
4,FO 5/2018,strana,212600001,-5652.00,2018-01-18,2018-01-28,,Tisk dokumentových sloh na CF 2018
5,FO 6/2018,strana,212600001,-16000.00,2018-01-18,2018-01-28,,Pronájem klubu Fleda - CF 2018
6,FO 7/2018,strana,212600001,-2033.00,2018-01-18,2018-01-28,,Tisk nálepek - CF 2018
7,FO 8/2018,vysocina,220700403,-11644.00,2018-01-18,2018-01-19,,Nájemné JiPiCe 01/2018
8,FO 9/2018,karlovarsko,220200909,-12000.00,2018-01-18,2018-01-20,https://redmine.pirati.cz/issues/9245,e-PIC KvK - nájem 1_2018
9,FO 10/2018,karlovarsko,220200909,-3000.00,2018-01-19,2018-01-20,https://redmine.pirati.cz/issues/9246,VyOsení K. Vary 1/2018 - Definitivní Ententýk
10,FO 11/2018,karlovarsko,220200909,-1000.00,2018-01-19,2018-01-20,https://redmine.pirati.cz/issues/9247,e-PIC KvK - záloha na plyn 1_2018
11,FO 12/2018,karlovarsko,220200909,-2000.00,2018-01-19,2018-01-20,https://redmine.pirati.cz/issues/9248,VyOsení K. Vary 1/2018 - Lemmingway
12,FO 13/2018,strana,213000001,-6243.60,2018-01-20,2018-01-20,https://redmine.pirati.cz/issues/9259,Serverhosting Savana (rok)
13,FO 14/2018,strana,213000001,-14069.90,2018-01-20,2018-01-20,,Serverhosting Master 2018
14,FO 15/2018,karlovarsko,220200909,-2000.00,2018-01-20,2018-01-21,https://redmine.pirati.cz/issues/9263,VyOsení K. Vary 1/2018 - Horizont Událostí
15,FO 16/2018,vysocina,220700405,-1398.30,2018-01-22,2018-01-22,,Občerstvení
16,FO 17/2018,vysocina,220700404,-697.30,2018-01-22,2018-01-23,,Hygienické a kuchyňské vybavení na akci Otevřené dveře
17,FO 18/2018,vysocina,220700001,-1469.40,2018-01-22,2018-02-03,,Cestovné 01/18
18,FO 19/2018,strana,212600001,-2455.00,2018-01-22,2018-01-22,https://redmine.pirati.cz/issues/9260,Tisk materiálů do sloh
19,FO 20/2018,strana,212600001,-315.00,2018-01-22,2018-01-22,,Jmenovky - papíry
20,FO 21/2018,strana,212600001,-1400.00,2018-01-22,2018-01-22,,Jmenovky - nosiče
21,FO 22/2018,strana,212600001,-2000.00,2018-01-22,2018-02-11,,Grafické práce - motiv samolepky CF 2018
22,FO 23/2018,strana,212600001,-25172.00,2018-01-23,2018-01-23,https://redmine.pirati.cz/issues/9276,Zasíťování prostoru
23,FO 26/2018,jiznicechy,221200909,-780.00,2018-01-25,2018-01-25,,polepy
24,FO 27/2018,strana,212500001,-4500.00,2018-01-26,2018-01-26,,Zpracování účetních dokladů
25,FO 28/2018,strana,212600001,-753.00,2018-01-26,2018-02-11,https://redmine.pirati.cz/issues/9298,Kancelářské potřeby/CF
26,FO 29/2018,praha,220100402,-847.00,2018-01-27,2018-01-28,https://redmine.pirati.cz/issues/9305,Internet v PiCe - leden
27,FO 30/2018,praha,220100001,-32940.00,2018-01-27,2018-01-28,https://redmine.pirati.cz/issues/9306,Impact Hub
28,FO 31/2018,praha,220100402,-6958.00,2018-01-29,2018-01-29,https://redmine.pirati.cz/issues/9323,vyučtování Plynu
29,FO 32/2018,praha,220100402,-16692.00,2018-01-29,2018-01-29,https://redmine.pirati.cz/issues/9324,Vyučtování Elektřiny
30,FO 33/2018,strana,212600402,-37500.00,2018-01-29,2018-01-30,https://redmine.pirati.cz/issues/9326,"Nájem sídla strany 2,3,4/2018"
31,FO 34/2018,moravskoslezsko,220400300,-1750.00,2018-01-29,2018-01-30,https://redmine.pirati.cz/issues/9521,internet OPICE za měsíce1-5/2018
32,FO 35/2018,vysocina,220700404,-7590.00,2018-01-30,2018-01-30,,Vysavač do JiPiCe
33,FO 36/2018,zlinsko,220500001,-238.00,2018-01-30,2018-01-31,https://redmine.pirati.cz/issues/9336,Cestovné CF/Šenkýř/tam i zpět
34,FO 37/2018,strana,231180000,-5418.00,2018-01-30,,https://redmine.pirati.cz/issues/9338,PARO/Deskovky ZlK
35,FO 38/2018,moravskoslezsko,220400150,-2999.00,2018-01-31,2018-01-31,https://redmine.pirati.cz/issues/9340,Nákup reklamních předmětů v pirátském e-shopu
36,FO 39/2018,praha,220100402,-3180.00,2018-01-31,2018-01-31,https://redmine.pirati.cz/issues/9341,plošina do PiCe
37,FO 40/2018,praha,220100001,-100.00,2018-01-31,2018-01-31,https://redmine.pirati.cz/issues/9343,Kredit pro datové schránky
38,FO 41/2018,zlinsko,220500001,-500.00,2018-01-31,2018-01-31,https://redmine.pirati.cz/issues/9345,"Ubytování/Klajn/500,-"
39,FO 42/2018,zlinsko,220500001,-500.00,2018-01-31,2018-01-31,https://redmine.pirati.cz/issues/9346,"Třos/ubytováníCF/500,-"
40,FO 43/2018,zlinsko,220500001,-270.00,2018-01-31,2018-01-31,https://redmine.pirati.cz/issues/9347,"Marečková/UbytováníCF/270,-"
41,FO 44/2018,zlinsko,220500001,-500.00,2018-01-31,2018-01-31,https://redmine.pirati.cz/issues/9348,Maiello/ubytování CF
42,FO 45/2018,zlinsko,220500001,-270.00,2018-01-31,2018-02-10,https://redmine.pirati.cz/issues/9349,"Martinková/ubytování CF/240,-"
43,FO 46/2018,zlinsko,220500001,-446.00,2018-01-31,2018-01-31,https://redmine.pirati.cz/issues/9350,"Cestovné/Valášek/446,-"
44,FO 47/2018,strana,212900001,-1514.00,2018-01-31,2018-02-01,https://redmine.pirati.cz/issues/9351,cestovné Jana Rohová
45,FO 48/2018,zlinsko,220500001,-500.00,2018-01-31,2018-01-31,https://redmine.pirati.cz/issues/9352,"Rychtar/ubytování CF/500,-"
46,FO 49/2018,zlinsko,220500001,-493.00,2018-01-31,2018-01-31,https://redmine.pirati.cz/issues/9353,CestovnéCF/Yf+Andrea+Martina+Hanka
47,FO 50/2018,vysocina,220700403,-11644.00,2018-02-01,2018-02-10,,Nájemné JiPiCe 02/2018
48,FO 51/2018,zlinsko,220500403,-29990.00,2018-02-01,2018-02-01,https://redmine.pirati.cz/issues/9364,Propagační předměty ZlK
49,FO 52/2018,praha,220100001,-1660.00,2018-02-01,2018-02-01,https://redmine.pirati.cz/issues/9367,WS k životnímu prostředí
50,FO 53/2018,praha,220100402,-847.00,2018-02-01,2018-02-01,https://redmine.pirati.cz/issues/9368,Internet v PiCe - únor
51,FO 54/2018,praha,220100001,-1200.00,2018-02-01,2018-02-02,https://redmine.pirati.cz/issues/9369,nájem rikšy
52,FO 55/2018,jiznimorava,220600401,-36000.00,2018-02-02,2018-02-02,,Záloha za služby
53,FO 56/2018,jiznimorava,220600401,-60000.00,2018-02-02,2018-02-02,,Nájemné za období 1-12/2018
54,FO 57/2018,praha,220000001,-2377.00,2018-02-04,2018-02-04,https://redmine.pirati.cz/issues/9381,tisk petic
55,FO 58/2018,praha,220000001,-4192.00,2018-02-04,2018-02-04,https://redmine.pirati.cz/issues/9382,tisk plakátů
56,FO 59/2018,olomoucko,220300001,-24800.00,2018-02-04,2018-02-06,https://redmine.pirati.cz/issues/9383,Pořízení židlí do Pircentra Olomouc
57,FO 60/2018,strana,231172001,-6621.00,2018-02-04,2018-02-05,,Nábytek a další Ikea
58,FO 61/2018,vysocina,220700404,-24599.00,2018-02-04,2018-02-05,,Židle a stůl Ikea
59,FO 62/2018,vysocina,220700404,-19104.00,2018-02-04,2018-02-05,,Router a projektor
60,FO 63/2018,moravskoslezsko,220402001,-4119.00,2018-02-05,2018-02-05,https://redmine.pirati.cz/issues/9387,Pořízení stanu
61,FO 64/2018,strana,212800001,-10000.00,2018-02-05,2018-02-07,https://redmine.pirati.cz/issues/9388,Sociální média 01/2018
62,FO 65/2018,strana,212500001,-635.00,2018-02-05,2018-02-07,https://redmine.pirati.cz/issues/9403,Cestovné M. Kučera 19. 1. 2018
63,FO 66/2018,strana,212900001,-27000.00,2018-02-05,2018-02-11,,odměna KoDo VYS 01/2018
64,FO 67/2018,strana,212900001,-23363.00,2018-02-05,2018-02-11,https://redmine.pirati.cz/issues/9408,Odměna KoDo-MSK-1/2018
65,FO 68/2018,strana,212900001,-26454.00,2018-02-05,2018-02-11,https://redmine.pirati.cz/issues/9411,odměna KoDo ZlK 01/2018
66,FO 69/2018,jiznimorava,220600401,-1307.00,2018-02-06,2018-02-06,https://redmine.pirati.cz/issues/9420,Nákup štítkovačky
67,FO 70/2018,praha,220100002,-12800.00,2018-02-06,,https://redmine.pirati.cz/issues/9427,ZRUŠENO analýza swapu
68,FO 71/2018,strana,212900001,-23363.00,2018-02-06,2018-02-11,https://redmine.pirati.cz/issues/9429,odměna KoDo Olk 01/2018
69,FO 72/2018,zlinsko,220500001,-2650.00,2018-02-06,2018-02-06,https://redmine.pirati.cz/issues/9430,Vizitky/předsednictva ZlK
70,FO 73/2018,strana,231172003,-4924.00,2018-02-06,2018-02-07,,Hry do jipice
71,FO 74/2018,strana,212900001,12780.00,2018-02-06,2018-02-11,https://redmine.pirati.cz/issues/9433,Odměna KoDo KvK 01/2018
72,FO 75/2018,strana,212900001,-21000.00,2018-02-06,2018-02-11,https://redmine.pirati.cz/issues/9436,odměna KoDo ÚsK-01/2018
73,FO 76/2018,strana,212800001,-27500.00,2018-02-07,2018-02-11,https://redmine.pirati.cz/issues/9440,odměna PR manažer 1/2018
74,FO 77/2018,strana,212900001,-6427.99,2018-02-07,2018-02-13,https://redmine.pirati.cz/issues/9441,proplácení telefonů - 1/2018
75,FO 78/2018,strana,212600001,-15000.00,2018-02-19,2018-02-19,https://redmine.pirati.cz/issues/9582,Záloha asistent CAP 02/2018
76,FO 79/2018,strana,212800001,-18904.00,2018-02-07,2018-02-11,https://redmine.pirati.cz/issues/10215,Odměna psavce za 1/2018 Jakub Dušánek
77,FO 80/2018,strana,212900001,-22045.00,2018-02-07,2018-02-11,https://redmine.pirati.cz/issues/9450,Odměna KoDo-PardK-1/2018
78,FO 81/2018,praha,220100001,-12500.00,2018-02-08,2018-02-10,https://redmine.pirati.cz/issues/9462,2 billboardy pro Libeňský most
79,FO 82/2018,strana,231172001,-6850.00,2018-02-08,2018-02-13,,Hračky a další vybavení
80,FO 83/2018,praha,220100001,-6000.00,2018-02-09,2018-02-10,https://redmine.pirati.cz/issues/9463,Záloha - Rebel Wings
81,FO 84/2018,karlovarsko,220200601,-12000.00,2018-02-09,2018-02-10,https://redmine.pirati.cz/issues/9471,e-PIC KvK - nájem 2_2018
82,FO 85/2018,karlovarsko,220200601,-5500.00,2018-02-09,2018-02-10,https://redmine.pirati.cz/issues/9472,e-PIC KvK - zálohy elektřina 2018
83,FO 86/2018,karlovarsko,220200601,-11000.00,2018-02-09,2018-02-10,https://redmine.pirati.cz/issues/9473,e-PIC KvK - zálohy plyn 2018
84,FO 87/2018,strana,212900001,-27000.00,2018-02-09,2018-02-11,https://redmine.pirati.cz/issues/9475,odměna KoDo Pha 01/2018
85,FO 88/2018,strana,212600001,-28400.00,2018-02-11,2018-02-11,https://redmine.pirati.cz/issues/9490,Odměna asistent CAP 01/2018
86,FO 89/2018,strana,213100001,-5365.00,2018-02-11,2018-02-11,,Ubytování Pisecon - 1. pokoj
87,FO 90/2018,kralovehradecko,220900130,-6425.00,2018-02-12,2018-02-12,https://redmine.pirati.cz/issues/9496,Umístění a provoz polepů na autobusy
88,FO 91/2018,kralovehradecko,220900130,-22743.16,2018-02-12,2018-02-12,https://redmine.pirati.cz/issues/9497,Propagace facebook
89,FO 92/2018,kralovehradecko,220900130,-20000.00,2018-02-12,2018-02-20,https://redmine.pirati.cz/issues/9498,Odměna Manažera
90,FO 93/2018,kralovehradecko,220900130,-1332.00,2018-02-12,2018-02-12,https://redmine.pirati.cz/issues/9499,grafické práce 2
91,FO 94/2018,zlinsko,220500001,-627.00,2018-02-12,2018-02-12,https://redmine.pirati.cz/issues/9502,Cestovné Petra+Petr
92,FO 95/2018,praha,220100001,-500.00,2018-02-12,2018-02-12,https://redmine.pirati.cz/issues/9503,Grillování senátorů - nájem vybavení
93,FO 96/2018,strana,212700001,-64.84,2018-02-12,2018-02-13,https://redmine.pirati.cz/issues/9504,Poplatek za používání platební brány
94,FO 97/2018,strana,212900001,-596.00,2018-02-12,2018-02-12,https://redmine.pirati.cz/issues/9509,cestovné Jana Rohová
95,FO 98/2018,praha,220100401,-10000.00,2018-02-12,2018-02-14,https://redmine.pirati.cz/issues/9512,Odměna KODO 1/2018 Romana Klimešová
96,FO 99/2018,strana,231172007,-2989.00,2018-02-13,2018-02-17,https://redmine.pirati.cz/issues/9513,Nakup LTE routeru
97,FO 100/2018,moravskoslezsko,220400300,-8000.00,2018-02-13,2018-02-13,,nájem a služby OPICE
98,FO 101/2018,strana,212501401,-1815.00,2018-02-13,2018-02-13,https://redmine.pirati.cz/issues/9529,Právní služby Marian Pavlov 1/2018
99,FO 102/2018,strana,231172006,-0.00,2018-02-14,,https://redmine.pirati.cz/issues/9534,Letní zahrádka u čajovny
100,FO 103/2018,strana,212500001,635.00,2018-02-14,2018-02-14,,Cestovné M. Kučera 19. 1. 2018 - Interní převod
101,FO 104/2018,strana,212500003,-635.00,2018-02-14,2018-02-14,,Cestovné M. Kučera 19. 1. 2018 Interní převod
102,FO 105/2018,strana,212700001,-14000.00,2018-02-14,2018-02-23,https://redmine.pirati.cz/issues/9543,Odměna vedoucího FO 2018/01
103,FO 106/2018,jiznicechy,221200601,-15000.00,2018-02-14,2018-02-15,https://redmine.pirati.cz/issues/9546,nájem březen
104,FO 107/2018,jiznicechy,221200601,-1000.00,2018-02-14,2018-02-15,https://redmine.pirati.cz/issues/9547,záloha na vodu
105,FO 108/2018,strana,231172006,-0.00,2018-02-15,,https://redmine.pirati.cz/issues/9551,Pojistné_klubu
106,FO 109/2018,jiznimorava,220600480,-126.00,2018-02-15,2018-02-17,,Tisk plakátu A1
107,FO 110/2018,jiznimorava,220600480,-2651.00,2018-02-15,2018-02-17,,Výlep plakátů po Brně na 1 týden
108,FO 111/2018,olomoucko,220300001,-207900.00,2018-02-18,2018-02-19,https://redmine.pirati.cz/issues/9565,Pirátské centrum Olomouc 2018
109,FO 112/2018,praha,220100001,-10740.00,2018-02-18,2018-02-19,https://redmine.pirati.cz/issues/9566,nákup a pirátském eshopu
110,FO 113/2018,praha,220100151,-8948.00,2018-02-18,2018-02-19,https://redmine.pirati.cz/issues/9567,záloha Rengl
111,FO 114/2018,strana,212400001,-2640.85,2018-02-18,2018-02-19,https://redmine.pirati.cz/issues/9570,Občerstvení
112,FO 115/2018,strana,231172007,-462.00,2018-02-18,2018-02-19,https://redmine.pirati.cz/issues/9571,Tisk a vylep plakatu
113,FO 116/2018,vysocina,220700404,-3110.00,2018-02-19,2018-02-21,,Houpačka a houpací prkno
114,FO 117/2018,strana,212400001,-545.00,2018-02-19,2018-02-19,https://redmine.pirati.cz/issues/9576,Cestovné+občerstvení T.Karlík
115,FO 118/2018,vysocina,220700404,-756.00,2018-02-19,2018-02-20,,Drobné hygienické potřeby
116,FO 119/2018,strana,212800001,-9680.00,2018-02-19,2018-02-19,https://redmine.pirati.cz/issues/9579,Brožury Mimi & Eunice
117,FO 120/2018,strana,213100001,-5381.56,2018-02-19,2018-02-19,https://redmine.pirati.cz/issues/9581,Ubytování Pisecon - 2. pokoj
118,FO 121/2018,jiznicechy,221200001,-1540.00,2018-02-20,2018-02-20,https://redmine.pirati.cz/issues/9586,žádost o poskytnutí informací Soběslav
119,FO 122/2018,strana,212400001,-568.00,2018-02-20,2018-02-20,https://redmine.pirati.cz/issues/9588,Cestovné J.Rezek 7.2.RV
120,FO 123/2018,strana,231172008,0,2018-02-20,,https://redmine.pirati.cz/issues/9726,Nákup deskových her a materiálu 1
121,FO 124/2018,strana,231172009,-2695.10,2018-02-20,2018-04-09,https://redmine.pirati.cz/issues/9592,Nákup k veganění 1
122,FO 125/2018,strana,213100001,-2388.00,2018-02-20,2018-02-21,https://redmine.pirati.cz/issues/9598,Doprava na PiSeCon 2018
123,FO 126/2018,strana,212400001,-2350.00,2018-02-20,2018-02-21,https://redmine.pirati.cz/issues/9593,Ubytování/RV/17.2.2018
124,FO 127/2018,strana,212500003,-579.00,2018-02-20,2018-02-21,,Cestovné Petr Tkadlec 13.2.2018
125,FO 128/2018,strana,212400001,-1035.00,2018-02-21,2018-02-21,https://redmine.pirati.cz/issues/9609,RV/J.Demel/ubytko+cestovné
126,FO 129/2018,strana,212400001,-644.00,2018-02-21,2018-02-21,https://redmine.pirati.cz/issues/9610,RV/Tkadlec/cesta+oběd
127,FO 130/2018,vysocina,220700404,-19282.00,2018-02-21,2018-02-21,,Stoly do JiPiCe
128,FO 131/2018,karlovarsko,220200001,-3000.00,2018-02-22,2018-02-23,https://redmine.pirati.cz/issues/9618,Zvučení na VyOsení Karlovy Vary 2018
129,FO 132/2018,strana,231172001,-7900.00,2018-02-22,2018-03-10,,Molitanové kostky
130,FO 133/2018,,,-4644.00,2018-02-22,,https://redmine.pirati.cz/issues/9624,3d kamera
131,FO 134/2018,vysocina,220700404,-490.00,2018-02-22,2018-02-28,,Samolepy na dveře JiPiCe
132,FO 135/2018,pardubicko,220800402,-802.00,2018-02-22,2018-02-26,https://redmine.pirati.cz/issues/9630,Tisk a distribuce plakátů na akci Deskohraní ve Svitavách
133,FO 136/2018,pardubicko,220800402,-802.00,2018-02-22,,,Tisk a distribuce plakátů na akci Deskohraní ve Svitavách
134,FO 137/2018,pardubicko,220800601,-32400.00,2018-02-22,2018-02-26,https://redmine.pirati.cz/issues/9631,Nájem CPiCe 2018
135,FO 138/2018,pardubicko,220800601,-4853.00,2018-02-22,,https://redmine.pirati.cz/issues/9632,PAK - Rekonstrukce poslanecké kanceláře Mikuláše Ferjenčíka
136,FO 139/2018,strana,212900001,-721.00,2018-02-22,2018-02-24,https://redmine.pirati.cz/issues/9636,cestovné Jana Rohová
137,FO 140/2018,karlovarsko,220200603,-391.00,2018-02-22,,,Úklidové a kosmetické prostředky - ePIC K. Vary
138,FO 141/2018,liberecko,221100630,-13130.00,2018-02-23,2018-02-26,https://redmine.pirati.cz/issues/9638,Nákup reprobeden a kabeláže
139,FO 142/2018,praha,220100541,-10888.00,2018-02-23,2018-03-06,https://redmine.pirati.cz/issues/9754,Měsíční odměna zastupitele A. Zábranského 01/2018
140,FO 143/2018,praha,220100541,-5530.00,2018-02-23,2018-02-23,,mzdy a odvody 01/2018
141,FO 144/2018,praha,220100541,-5559.00,2018-03-15,2018-03-15,,mzdy a odvody 02/2018
142,FO 145/2018,strana,212400001,-507.00,2018-02-25,2018-02-25,https://redmine.pirati.cz/issues/9651,CestovnéRV/M.Vodová+O.Tůma
143,FO 146/2018,strana,212600001,-20000.00,2018-02-26,2018-02-26,https://redmine.pirati.cz/issues/9665,Záloha asistent CAP 02/2018 II
144,FO 147/2018,strana,212900001,-43820.00,2018-02-27,2018-03-02,https://redmine.pirati.cz/issues/9671,odměna vedoucí PO 1/2018
145,FO 148/2018,strana,212800001,-7442.00,2018-02-27,2018-02-28,https://redmine.pirati.cz/issues/9674,Monitoring medii
146,FO 149/2018,strana,212800001,-9992.00,2018-02-27,2018-02-28,https://redmine.pirati.cz/issues/9675,Monitoring medii 1/2018
147,FO 150/2018,pardubicko,220800601,0,2018-02-28,,,Úhrada platby centra
148,FO 151/2018,plzensko,221300400,-8000.00,2018-03-01,2018-03-02,https://redmine.pirati.cz/issues/9697,Zálohy na elektřinu za rok 2018
149,FO 152/2018,plzensko,221300400,-12000.00,2018-03-01,2018-03-02,https://redmine.pirati.cz/issues/9698,Zálohy na plyn za rok 2018
150,FO 153/2018,plzensko,221300400,-3426.00,2018-03-01,2018-03-02,https://redmine.pirati.cz/issues/9699,Pojistění prostoru Plzeňského Pirátského Centra
151,FO 154/2018,vysocina,220700001,-1555.50,2018-03-01,2018-03-04,,Cestovné 02/18
152,FO 155/2018,vysocina,220700403,-1200.00,2018-03-01,2018-03-04,,Potisky kanclu a pozvánky na otevření JiPiCe
153,FO 156/2018,vysocina,220700404,-540.00,2018-03-01,2018-03-04,,Audio kabel
154,FO 157/2018,strana,231172001,-3596.00,2018-03-02,2018-03-10,,Kuchyňka a pěnové puzzle
155,FO 158/2018,karlovarsko,220200601,-12000.00,2018-03-03,2018-03-03,https://redmine.pirati.cz/issues/9711,e-PIC KvK - nájem 3_2018
156,FO 159/2018,karlovarsko,220200601,-201.00,2018-03-03,2018-03-03,https://redmine.pirati.cz/issues/9712,"e-PIC KvK - vodné, stočné 1_2018"
157,FO 160/2018,strana,212700001,-543.00,2018-03-03,2018-03-15,https://redmine.pirati.cz/issues/9714,Cestovné 3.3.2018
158,FO 161/2018,moravskoslezsko,220400300,-8120.00,2018-03-03,2018-03-03,https://redmine.pirati.cz/issues/9715,nájem a služby OPICE 2_2018
159,FO 162/2018,praha,220100541,-13550.00,2018-03-05,2018-03-15,https://redmine.pirati.cz/issues/9897,Měsíční odměna zastupitele A. Zábranského 02/2018
160,FO 163/2018,praha,220100541,-0.00,,,,storno
161,FO 164/2018,plzensko,221300400,-32250.00,2018-03-05,2018-03-06,https://redmine.pirati.cz/issues/9722,Nájem Pirátského Centra 2.čtvrtletí 2018
162,FO 165/2018,praha,220100541,-11221.00,2018-04-13,2018-04-13,,storno
163,FO 166/2018,plzensko,221300400,-3000.00,2018-03-05,2018-03-06,https://redmine.pirati.cz/issues/9724,Provize za zprostředkování nájmu prostoru U Zvonu 4/9
164,FO 167/2018,strana,231172008,-8187.40,2018-03-05,2018-03-06,,Nákup deskových her a materiálu 1
165,FO 168/2018,strana,212800001,-6600.00,2018-03-05,2018-03-05,https://redmine.pirati.cz/issues/9727,"Grafika pro FB, akci na Libeňském mostě a výstavu fotografií"
166,FO 169/2018,zlinsko,220500404,-363.00,2018-03-05,2018-03-05,https://redmine.pirati.cz/issues/9728,Na dvě orosená-propagace
167,FO 170/2018,moravskoslezsko,220400300,0,2018-03-05,,https://redmine.pirati.cz/issues/9729,Nákup spotřebního materiálu
168,FO 171/2018,strana,213000001,-1815.00,2018-03-05,2018-04-02,https://redmine.pirati.cz/issues/10156,PC Housing 100W
169,FO 172/2018,strana,212800001,-10000.00,2018-03-05,2018-03-05,https://redmine.pirati.cz/issues/9731,Vyhotovení rozpočtu a příprava výběrových řízení pro MO
170,FO 173/2018,strana,212800001,-10000.00,2018-03-05,2018-03-05,https://redmine.pirati.cz/issues/9734,Příprava a realizace výběrových řízení do MO
171,FO 174/2018,strana,231172007,-152.00,2018-03-05,,https://redmine.pirati.cz/issues/9733,Mobilní internet
172,FO 175/2018,strana,212900001,-20045.00,2018-03-06,2018-03-06,https://redmine.pirati.cz/issues/9737,Odměna KoDo-PLK-1/2018
173,FO 176/2018,strana,231172002,-11644.00,2018-03-06,2018-03-07,,Nájemné JiPiCe 03/2018
174,FO 177/2018,vysocina,220700403,-3644.00,2018-03-06,2018-03-06,,Nájemné JiPiCe 03/2018
175,FO 178/2018,plzensko,221300400,-3850.00,2018-03-06,2018-03-07,https://redmine.pirati.cz/issues/9746,Polepy výloh Plzeňské Pirátského Centra
176,FO 179/2018,strana,212800001,-56000.00,2018-03-06,2018-03-06,,Odměna PR Managera 02/2018 - Karolína Sadílková
177,FO 180/2018,karlovarsko,220200001,-484.00,2018-03-06,2018-03-07,https://redmine.pirati.cz/issues/9749,VyOsení K. Vary 1/2018 - plakáty
178,FO 181/2018,strana,212600001,-9000.00,2018-03-06,2018-03-06,https://redmine.pirati.cz/issues/9755,Odměna asistent CAP 02/2018
179,FO 182/2018,strana,212900001,-24836.00,2018-03-07,2018-03-14,https://redmine.pirati.cz/issues/9757,Odměna KoDo-MSK-2/2018
180,FO 183/2018,strana,212700001,-13000.00,2018-03-07,2018-03-15,https://redmine.pirati.cz/issues/9898,Odměna vedoucího FO 2018/02
181,FO 184/2018,strana,212900001,-23909.00,2018-03-07,2018-03-14,https://redmine.pirati.cz/issues/9765,odměna KoDo ZlK 2/2018
182,FO 185/2018,strana,212900001,-25000.00,2018-03-07,2018-03-14,,odměna KoDo VYS 02/2018
183,FO 186/2018,strana,212900001,-6587.97,2018-03-07,2018-03-08,https://redmine.pirati.cz/issues/9767,proplácení telefonů 2/2018
184,FO 187/2018,plzensko,221300400,-32250.00,2018-03-08,2018-03-08,,Nájem Pirátského Centra 1.čtvrtletí 2018
185,FO 188/2018,plzensko,221300400,-4168.00,2018-03-08,2018-03-09,https://redmine.pirati.cz/issues/9768,Stůl 1 a dva věšáky do PiCe
186,FO 189/2018,strana,231172009,-2090.00,2018-03-08,2018-04-09,https://redmine.pirati.cz/issues/9860,Druhé veganění
187,FO 190/2018,plzensko,221300400,-3539.00,2018-03-08,2018-03-09,https://redmine.pirati.cz/issues/9769,Stůl 2 do PiCe
188,FO 191/2018,plzensko,221300400,-3539.00,2018-03-08,2018-03-09,https://redmine.pirati.cz/issues/9770,Stůl 3 do PiCe
189,FO 192/2018,plzensko,221300400,-3539.00,2018-03-08,2018-03-09,https://redmine.pirati.cz/issues/9771,Stůl 4 do PiCe
190,FO 193/2018,plzensko,221300400,-3539.00,2018-03-08,2018-03-09,https://redmine.pirati.cz/issues/9772,Stůl 5 do PiCe
191,FO 194/2018,plzensko,221300400,-3539.00,2018-03-08,2018-03-12,https://redmine.pirati.cz/issues/9773,Stůl 6 do PiCe
192,FO 195/2018,plzensko,221300400,-4719.00,2018-03-08,2018-03-09,https://redmine.pirati.cz/issues/9774,Prvních deset židlí do PiCe
193,FO 196/2018,plzensko,221300400,-4719.00,2018-03-08,2018-03-09,https://redmine.pirati.cz/issues/9775,Druhých deset židlí do PiCe
194,FO 197/2018,strana,212900001,-21218.00,2018-03-08,2018-03-14,https://redmine.pirati.cz/issues/9777,odměna KoDo UsK 02/2018
195,FO 198/2018,zlinsko,220500404,-600.00,2018-03-08,2018-03-09,https://redmine.pirati.cz/issues/9778,Vitrína/Rožnov
196,FO 199/2018,jiznimorava,220600480,-10406.00,2018-03-08,2018-03-09,https://redmine.pirati.cz/issues/9780,Pronájem kina Scala
197,FO 200/2018,strana,212900001,-500.00,2018-03-08,2018-03-15,https://redmine.pirati.cz/issues/9782,cestovné Jana Rohová
198,FO 201/2018,strana,212900001,-342.43,2018-03-09,2018-03-09,https://redmine.pirati.cz/issues/9795,proplácení telefonů 2/2018 (2)
199,FO 202/2018,strana,212900001,-686.37,2018-03-09,2018-03-09,https://redmine.pirati.cz/issues/9796,proplácení telefonů 2/2018 (3)
200,FO 203/2018,vysocina,220700403,-1600.00,2018-03-09,2018-03-09,https://redmine.pirati.cz/issues/9801,Náramky-propagační materiál
201,FO 204/2018,moravskoslezsko,220400150,-18890.00,2018-03-10,2018-03-10,https://redmine.pirati.cz/issues/9810,Pronájem prostoru pro PirateCon 3.3.2018
202,FO 205/2018,strana,231172016,-5416.00,2018-03-10,2018-03-12,https://redmine.pirati.cz/issues/9831,Deskové hry
203,FO 206/2018,praha,220100401,-10000.00,2018-03-11,2018-03-14,https://redmine.pirati.cz/issues/9818,Odměna KODO 2/2018 Romana Klimešová
204,FO 207/2018,strana,212900001,-27818.00,2018-03-11,2018-03-14,https://redmine.pirati.cz/issues/9819,odměna KoDo Pha 02/2018
205,FO 208/2018,olomoucko,220300001,-2060.00,2018-03-12,2018-03-12,https://redmine.pirati.cz/issues/9821,Doprava židlí
