,značka,středisko,položka,částka,podáno,proplaceno,redmine,popis
419,FO 422/2018,karlovarsko,220200550,-2295.00,2018-04-10,2018-04-16,https://redmine.pirati.cz/issues/10381,Vesty - interní převod
420,FO 423/2018,jiznicechy,221200601,-120000.00,2018-04-10,2018-04-12,https://redmine.pirati.cz/issues/10382,pronájem květen-prosinec
421,FO 424/2018,karlovarsko,220200603,-56681.00,2018-04-10,2018-04-11,https://redmine.pirati.cz/issues/10383,E-PIC - vybavení elektro
422,FO 425/2018,karlovarsko,220200603,-5652.00,2018-04-10,2018-04-11,https://redmine.pirati.cz/issues/10384,Multifunkční laserová tiskárna e-PIC
423,FO 426/2018,strednicechy,221400001,-780.00,2018-04-10,2018-04-11,https://redmine.pirati.cz/issues/10387,Proplacení nákladů - Jan Jurik
424,FO 427/2018,moravskoslezsko,220400150,-399.30,2018-04-11,2018-04-11,https://redmine.pirati.cz/issues/10389,Tiskařské práce
425,FO 428/2018,moravskoslezsko,220400150,-1000.00,2018-04-11,,https://redmine.pirati.cz/issues/10391,PirateCon MSK - grafické práce
426,FO 429/2018,strana,212800001,-10000.00,2018-04-11,2018-04-12,https://redmine.pirati.cz/issues/10402,správa SM za 3/2018
427,FO 430/2018,praha,220100001,-3025.00,2018-04-11,2018-04-12,https://redmine.pirati.cz/issues/10406,"Pracovna 6, krajská schůze"
428,FO 431/2018,praha,220100001,-795.00,2018-04-11,,https://redmine.pirati.cz/issues/10407,Vesty - interní převod
429,FO 432/2018,strana,231172013,-1191.00,2018-04-11,2018-04-15,https://redmine.pirati.cz/issues/10408,Drobné rekvizity
430,FO 433/2018,kralovehradecko,220900600,-1395.00,2018-04-12,,,Vesty - interní převod
431,FO 434/2018,strana,212900001,-1014.00,2018-04-12,,https://redmine.pirati.cz/issues/10417,cestovné Jana Rohová
432,FO 435/2018,jiznimorava,220600401,-17999.86,2018-04-12,,https://redmine.pirati.cz/issues/10420,Zajištění Pirate Space Brno v roce 2018 (zajištění internetu)
433,FO 436/2018,olomoucko,220300001,-1109.70,2018-04-13,2018-04-13,https://redmine.pirati.cz/issues/10426,Vybavení kuchyňky Picola
434,FO 437/2018,olomoucko,220300001,-2370.00,2018-04-13,2018-04-13,https://redmine.pirati.cz/issues/10427,Placky
435,FO 438/2018,jiznicechy,221200481,-5350.00,2018-04-13,2018-04-13,,Mzdy a odvody 03/2018
436,FO 439/2018,olomoucko,220300150,-14000.00,2018-04-13,,,Volební manažer duben 2018
437,FO 440/2018,strana,212900001,-19214.00,2018-04-13,2018-04-13,,Mzdy a odvody 03/2018
438,FO 441/2018,strana,212501401,-2060.00,2018-04-13,2018-04-13,,Mzdy a odvody 03/2018
439,FO 442/2018,olomoucko,220300001,-4330.00,2018-04-13,2018-04-13,https://redmine.pirati.cz/issues/10430,Merch ze shopu
440,FO 443/2018,olomoucko,220305001,-784.30,2018-04-13,2018-04-15,https://redmine.pirati.cz/issues/10438,Rukavice a pytle
441,FO 444/2018,moravskoslezsko,220400150,-1995.00,2018-04-13,2018-04-16,https://redmine.pirati.cz/issues/10441,Vesty - interní převod
442,FO 445/2018,karlovarsko,220200601,-12000.00,2018-04-15,2018-04-15,https://redmine.pirati.cz/issues/10444,e-PIC KvK - nájem 4_2018
443,FO 446/2018,karlovarsko,220200001,-699.00,2018-04-15,2018-04-15,https://redmine.pirati.cz/issues/10445,Hosting + doména piratikvk.cz
444,FO 447/2018,strana,212900001,-210.00,2018-04-15,,https://redmine.pirati.cz/issues/10446,Cestovné - Štěpán Drtina
445,FO 448/2018,strana,231172010,-5372.00,2018-04-16,2018-04-16,https://redmine.pirati.cz/issues/10451,3d kamera
446,FO 449/2018,strana,231172010,-21978.00,2018-04-16,2018-04-16,https://redmine.pirati.cz/issues/10452,3d tiskárna
447,FO 450/2018,strana,231172026,-20500.00,2018-04-16,2018-04-16,https://redmine.pirati.cz/issues/10463,Videopráce a střih
448,FO 451/2018,strana,212800001,-3000.00,2018-04-16,2018-04-16,https://redmine.pirati.cz/issues/10466,grafické práce
449,FO 452/2018,strana,212800001,-1302.00,2018-04-16,2018-04-16,https://redmine.pirati.cz/issues/10468,LED žárovka
450,FO 453/2018,strana,231172011,-799.00,2018-04-16,2018-04-16,https://redmine.pirati.cz/issues/10471,nákup routeru
451,FO 454/2018,strana,212900001,-840.00,2018-04-16,2018-04-16,https://redmine.pirati.cz/issues/10472,cestovné - Pavel Štěpánek
452,FO 455/2018,strana,212600001,-2057.00,2018-04-16,2018-04-17,https://redmine.pirati.cz/issues/10479,"Poštovné 01/18 03/18, doplatek 12/17"
453,FO 456/2018,,212500901,-13000.00,2018-04-16,,https://redmine.pirati.cz/issues/10481,(Například Fotografické práce)
454,FO 457/2018,zlinsko,220500404,-5883.02,2018-04-16,,,Reflexní prvky
455,FO 458/2018,zlinsko,220500131,-5877.00,2018-04-16,,https://redmine.pirati.cz/issues/10485,zapalovače/senát78
456,FO 459/2018,vysocina,220700151,-1350.00,2018-04-17,,,Volební anketa
457,FO 460/2018,vysocina,220700151,-1932.00,2018-04-17,,,Tisk-anketní lístky
458,FO 461/2018,strana,213000001,-4840.00,2018-04-17,2018-04-17,https://redmine.pirati.cz/issues/10490,Hotingové služby WEDOS
459,FO 462/2018,pardubicko,220800490,-10000.00,2018-04-17,,https://redmine.pirati.cz/issues/10491,odměna za smlouvu o dílo
460,FO 463/2018,strana,213000001,0.00,2018-04-17,2018-04-09,https://redmine.pirati.cz/issues/10492,WEDOS - čerpání kraditu na úhradu služeb
461,FO 464/2018,ustecko,221000520,-211400.00,2018-04-18,2018-04-18,https://redmine.pirati.cz/issues/10501,"Dlouhodobý pronájem poslanecké kanceláře, počínaje květnem do konce roku 2018, proplatit měsíčně 26 425."
462,FO 465/2018,plzensko,221300400,-349.70,2018-04-18,2018-04-19,https://redmine.pirati.cz/issues/10514,Pytle na odpadky
463,FO 466/2018,ustecko,221000600,-81915.00,2018-04-18,2018-04-19,https://redmine.pirati.cz/issues/10515,Nákup nábytku pro Pirátské centrum
464,FO 467/2018,praha,220100402,-3025.00,2018-04-18,2018-04-18,https://redmine.pirati.cz/issues/10517,"Pracovna 7, Pirátské úterý"
465,FO 468/2018,pardubicko,220800150,-9990.00,2018-04-18,2018-04-20,https://redmine.pirati.cz/issues/10519,nákup propagačních předmětů
466,FO 469/2018,liberecko,221100480,-114.50,2018-04-18,2018-04-19,https://redmine.pirati.cz/issues/10528,Železný brod
467,FO 470/2018,strana,231172010,-4607.00,2018-04-19,2018-04-20,https://redmine.pirati.cz/issues/10524,kamera
468,FO 471/2018,jiznicechy,221200700,-1995.00,2018-04-19,2018-04-20,,Vesty - interní převod
469,FO 472/2018,liberecko,221100480,-950.00,2018-04-19,2018-04-19,https://redmine.pirati.cz/issues/10527,Jablonec nad Nisou
470,FO 473/2018,strana,212500001,-417.00,2018-04-19,2018-04-19,https://redmine.pirati.cz/issues/10532,Cestovné Aleš Jakl 28. 3. 2018
471,FO 474/2018,strana,212500001,-3000.00,2018-04-19,2018-04-19,https://redmine.pirati.cz/issues/10533,Soudní poplatek za žalobu proti rozhodnutí správního orgánu
472,FO 475/2018,strana,212900001,-3023.81,2018-04-19,2018-04-20,https://redmine.pirati.cz/issues/10538,platba airtable 04
473,FO 476/2018,strana,212800001,-3630.00,2018-04-20,2018-04-23,https://redmine.pirati.cz/issues/10541,grafické práce
474,FO 477/2018,strana,212800001,-7260.00,2018-04-20,2018-04-23,https://redmine.pirati.cz/issues/10542,grafické práce
475,FO 478/2018,kralovehradecko,220900150,-5173.00,2018-04-20,2018-04-26,https://redmine.pirati.cz/issues/10652,Pronájem sálu_Beseda s IB_Trutnov
476,FO 479/2018,strana,212900001,-720.00,2018-04-20,2018-05-01,https://redmine.pirati.cz/issues/10708,cestovné - Libuše Věříšová
477,FO 480/2018,strana,231172036,-16920.00,2018-04-20,2018-04-23,https://redmine.pirati.cz/issues/10551,Nákup počítačů
478,FO 481/2018,pardubicko,220800401,-151.00,2018-04-20,2018-04-23,https://redmine.pirati.cz/issues/10552,nákup kabelu k projektoru
479,FO 482/2018,jiznicechy,221200601,-790.00,2018-04-21,2018-04-30,https://redmine.pirati.cz/issues/10553,Leták na propagaci otvíračky ČePiCe
480,FO 483/2018,strana,213100001,-1267.00,2018-04-22,2018-04-23,https://redmine.pirati.cz/issues/10561,Proplacení slovenské dálniční známky
481,FO 484/2018,strana,212800001,-500.00,2018-04-23,,https://redmine.pirati.cz/issues/10568,Natáčení zastupitelstva 18.4.2018
482,FO 485/2018,strana,212800001,-2814.50,2018-04-23,2018-04-23,https://redmine.pirati.cz/issues/10571,nákup osvětlovací techniky
483,FO 486/2018,strana,212400001,-786.00,2018-04-23,2018-04-25,https://redmine.pirati.cz/issues/10572,RV/Vodová/cestovné
484,FO 487/2018,kralovehradecko,220900600,-501.70,2018-04-23,,https://redmine.pirati.cz/issues/10706,Materiál na akci Ukliďme Česko 2018_KhK
485,FO 488/2018,kralovehradecko,220900600,-0.00,2018-04-23,,,Materiál na akci Ukliďme Česko 2018_Březhrad
486,FO 489/2018,kralovehradecko,220900600,-225.00,2018-04-23,,https://redmine.pirati.cz/issues/10707,Materiál na akci Ukliďme Česko 2018_Březhrad
487,FO 490/2018,strana,213200151,-8867.00,2018-04-23,2018-04-26,https://redmine.pirati.cz/issues/10575,Tiskařské práce
488,FO 491/2018,strana,213200151,-568.00,2018-04-23,2018-04-26,https://redmine.pirati.cz/issues/10578,Tvorba křížovky pro Pirátské Listy
489,FO 492/2018,pardubicko,220800400,-540.00,2018-04-23,2018-04-23,https://redmine.pirati.cz/issues/10582,cesty do Č.Třebové a 2x do Pardubic a zpět
490,FO 493/2018,strana,212700001,-56870.00,2018-04-23,2018-04-29,https://redmine.pirati.cz/issues/10583,Doúčtování dokladů za 10-12/2017 a zpracování roční účetní závěrky
491,FO 494/2018,zlinsko,220500131,-6050.00,2018-04-23,2018-04-23,https://redmine.pirati.cz/issues/10584,Inzerce_region
492,FO 495/2018,brno,220604150,-7840.00,2018-04-23,2018-04-25,https://redmine.pirati.cz/issues/10589,Zábor na Moravském náměstí
493,FO 496/2018,kralovehradecko,220900150,-2000.00,2018-04-24,,https://redmine.pirati.cz/issues/10705,Beseda občanů s Martinem Jiránkem
494,FO 497/2018,karlovarsko,220200602,-1990.00,2018-04-24,2018-04-25,https://redmine.pirati.cz/issues/10594,Nákup Wifi routeru - e-PIC Karlovy Vary
495,FO 498/2018,jiznicechy,221201150,-2000.00,2018-04-24,2018-04-30,https://redmine.pirati.cz/issues/10607,Grafické práce
496,FO 499/2018,strana,212900001,-1436.00,2018-04-24,2018-04-24,https://redmine.pirati.cz/issues/10608,občerstvení
